STA-C0497N-C-001,DELLINGER FOR ATTORNEY GENERAL,Closed,,
STA-501T67-C-001,DEMPSEY BAILEY BREWER JR,Closed,,
STA-C2687N-C-002,DEVINE RE-ELECTION COMM,Closed,,
STA-C3052N-C-001,DEWEY HUDSON FOR DA COMM,Closed,,
STA-C1210N-C-001,DEWEY L HILL COMM,Closed,,
STA-C2993N-C-001,DOUGALD N CLARK JR JUDGE COMM,Closed,,
STA-C2979N-C-001,DOUGLAS B SASSER FOR JUDGE,Closed,,
STA-C2412N-C-001,DOUGLAS W GREENE COMM,Closed,,
STA-C1903N-C-002,DR GRIMES BYERLY 88TH HOUSE COMM,Closed,,
STA-C0541N-C-002,DURHAM COMM TO RE-ELECT JIM LONG,Closed,,
STA-C0796N-C-001,DYE FOR SENATE COMM,Closed,,
STA-5C79F6-C-001,ED JONES FOR NC HOUSE COMM,Closed,,
STA-HKY3HG-C-001,ED WILSON FOR SENATE COMM,Closed,,
STA-2717D0-C-001,EDGAR A MIDGETT SR,Closed,,
STA-C1052N-C-002,EDWARD GORE.ORG,Closed,,
STA-G82GQP-C-001,EDWARD J ONEAL,Closed,,
STA-C0425N-C-001,EDWARD RENFROW COMM,Closed,,
STA-C1647N-C-002,ELECT BOB HUNTER JUDGE NC CT OF APPEALS,Closed,,
STA-C0958N-C-002,ELECT DON DAWKINS COMM,Closed,,
STA-E620YP-C-001,ELECT VINCE COSCIA SENATE COMM,Closed,,
STA-C3638N-C-001,CHATHAM RW,Closed,,
STA-C3648N-C-001,TRANSYLVANIA RW,Closed,,
STA-C0429N-C-001,ANSLEY FOR LT GOVERNOR,Closed,,
STA-C2150N-C-002,BARBARA HOWE FOR GOVERNOR,Closed,,
STA-C2150N-C-004,BARBARA HOWE FOR GOVERNOR,Closed,,
STA-C0881N-C-002,BILL BOYD FOR LT GOVERNOR COMM 1988,Closed,,
STA-C0401N-C-001,BLAKLEY FOR GOVERNOR,Closed,,
STA-C2820N-C-002,CANDIDATE THOMAS N HIX,Closed,,
STA-C0440N-C-001,COCHRANE FOR LT GOVERNOR,Closed,,
STA-C0406N-C-001,COMM TO ELECT GARY DUNN GOVERNOR,Closed,,
STA-C2755N-C-001,COMM TO RE-ELECT JUDGE KEVIN M BRIDGES,Closed,,
STA-DUD9J0-C-001,COOK FOR GOVERNOR,Closed,,
STA-C0413N-C-001,DAN BARRETT FOR GOVERNOR,Closed,,
STA-YY8QF6-C-001,ERVIN FOR CT OF APPEALS COMM,Closed,,
STA-C2346N-C-001,EVELYN W HILL FOR SUPERIOR CT JUDGE,Closed,,
STA-C2308N-C-002,EVERETT FOR SUPERIOR CT,Closed,,
STA-3GQ832-C-001,COMM TO ELECT GREG HORNE DIST CT JUDGE,Closed,,
STA-NM0366-C-002,COMM TO RE-ELECT ATHENA BROOKS DIST CT JUDGE,Closed,,
STA-C2509N-C-001,CAYER FOR SUPERIOR CT JUDGE,Closed,,
FED-C4733N-C-001,MAY DEPARTMENT STORES COMP PAC,Closed,,
FED-C4729N-C-001,SOUTHERN STATES POLICE BENEVOLENT ASSN PAC,Active (Non-Exempt),,
STA-DUD9J0-C-002,COOK FOR LT GOVERNOR,Closed,,
STA-C3172N-C-001,FLAHERTY COMM,Closed,,
STA-C3169N-C-001,FORREST F BALL FOR DA,Closed,,
STA-74321R-C-001,FRANK STEWART NC HOUSE,Closed,,
STA-C1645N-C-001,FRANK D HILL COMM,Closed,,
STA-C2167N-C-001,FREDERICK C BLACKBURN FOR NC HOUSE DIST 54,Closed,,
FED-C0259N-C-002,FRIENDS FOR WALTER B JONES JR,Closed,,
STA-C0759N-C-002,FRIENDS OF LARRY SHAW COMM,Closed,,
STA-C3171N-C-001,FUND TO ELECT ROBERT E (BOB) THOMAS DA,Closed,,
FED-C0103N-C-001,GANTT HARVEY B (GUILFORD CTY),Closed,,
STA-C2745N-C-001,GARY C RHODES CANDIDATE,Closed,,
STA-C2867N-C-002,GARY W RAGLAND 2008 JUDICIAL CAMPAIGN COMM,Closed,,
STA-C2165N-C-001,GARY WAYNE (CHIEF) RIDGE CANDIDATE,Closed,,
STA-C67597-C-001,GAYLOR FOR DIST CT JUDGE,Closed,,
STA-C2483N-C-001,GENE GRIGG COMM,Closed,,
STA-C2620N-C-001,GENEVIEVE C SIMS CAMPAIGN COMM,Closed,,
STA-C2770N-C-002,GEORGE FULLER CAMPAIGN COMM,Closed,,
STA-C2384N-C-001,GEORGE T GLENN II CANDIDATE,Closed,,
STA-C2082N-C-001,GEORGE URIBE COMM,Closed,,
STA-Q488SZ-C-001,GERRY BOWLES NC SENATE COMM,Closed,,
STA-C1708N-C-001,GLEN TRAVIS WEBB II,Closed,,
STA-Z9022X-C-001,GRIFFIN FOR NC HOUSE COMM,Closed,,
STA-C2273N-C-002,GUS FOR JUSTICE COMM,Inactive,,
STA-F2Q372-C-001,H THOMAS CHURCH FOR DIST CT JUDGE,Closed,,
STA-BUGLP2-C-001,H WELDON LLOYD JR,Closed,,
FED-C0728N-C-001,HAGAN SENATE COMM INC,Closed,,
STA-Y1LJ03-C-001,HAIRE CAMPAIGN DJ HAIRE,Closed,,
STA-C2356N-C-001,HANK FINCH CAMPAIGN COMM,Closed,,
STA-C0421N-C-001,HAROLD HARDISON COMM,Closed,,
STA-NV9PHJ-C-001,HEJAZI FOR DA,Closed,,
STA-ELOQXA-C-001,HENDERSON FOR DA,Closed,,
STA-C1702N-C-002,HOOD RICHARDSON SENATE COMM,Closed,,
STA-C1768N-C-001,HOWARD B SMITH COMM,Closed,,
STA-C1353N-C-001,HUGH A LEE CAMPAIGN COMM,Closed,,
STA-C3002N-C-002,HUGH MILLS FOR JUDGE COMM,Closed,,
STA-GCY7E7-C-001,JACK CONAWAY FOR NC HOUSE COMM,Closed,,
STA-1D3P5I-C-001,JACKIE L DAY COMM TO ELECT,Closed,,
STA-C2870N-C-002,JACKIE LEE JUDGE COMM,Closed,,
STA-C2870N-C-003,JACKIE LEE JUDGE COMM,Closed,,
STA-C2027N-C-001,JAMES LENTZ COMM,Closed,,
FED-C0384N-C-001,JAMES M CAHANEY,Closed,,
STA-C1519N-C-001,JANE MOSLEY CAMPAIGN COMM,Closed,,
STA-C2929N-C-001,JEANIE REAVIS HOUSTON FOR DIST CT JUDGE,Closed,,
STA-W88M5O-C-001,JEFFREY RYAN FOR DA,Closed,,
STA-0Y96WN-C-001,JERRY BUTLER FOR SENATE COMM,Inactive,,
STA-02Q389-C-001,JERRY L GATTIS NC SENATE FINANCE COMM,Closed,,
STA-E0IP5J-C-001,JILL CHEEK FOR SUPREME CT,Closed,,
STA-C2268N-C-001,JIM FULLER FOR CT OF APPEALS,Closed,,
STA-C0407N-C-001,JIM GARDNER COMM,Closed,,
STA-C0407N-C-002,JIM GARDNER COMM 1988,Closed,,
STA-C0541N-C-001,JIM LONG ELECTION COMM,Closed,,
STA-C1579N-C-001,JIM MARTIN CAMPAIGN COMM,Closed,,
STA-C0135N-C-001,JIM SNYDER FOR LT GOVERNOR,Inactive,,
STA-46EPS9-C-001,JIMMY L LOVE SR NC HOUSE,Closed,,
STA-C0500N-C-001,JOE DEAN FOR ATTORNEY GENERNAL COMM,Closed,,
STA-C0506N-C-001,JOE GORDON CAMPAIGN COMM,Closed,,
STA-V0JT3T-C-001,JOE OSHAUGHNESSY FOR NC HOUSE,Closed,,
STA-C0754N-C-001,JOE SPENCER FOR NC SENATE CAMPAIGN,Closed,,
STA-C1546N-C-003,JOE MAVRETIC POL CAMPAIGN,Closed,,
FED-C0339N-C-001,JOHN LESLIE LATHAM III CANDIDATE,Closed,,
STA-C2579N-C-002,JOHN L WHITLEY,Closed,,
STA-GIYP87-C-001,JOHN ODOM ELECTION COMM,Closed,,
STA-C0953N-C-001,JOHNATHAN RHYNE COMM,Closed,,
STA-C0953N-C-002,JOHNATHAN RHYNE COMM,Closed,,
STA-C1632N-C-001,JOHNNIE FIELDS FOR NC HOUSE OF REPRESENTATIVES,Closed,,
STA-C2115N-C-001,JOHNNY G ROUSE CANDIATE,Closed,,
STA-C0780N-C-001,JOSEPH W RAHENKAMP COMM,Inactive,,
STA-C2574N-C-001,JOSEPHS FOR DIST CT JUDGE,Closed,,
STA-C0449N-C-001,JOYCE H LANGSTON COMM,Closed,,
STA-C2884N-C-001,JUDGE ALLOWAYS RE-ELECTION CAMPAIGN,Closed,,
STA-C2690N-C-003,JUDGE ANDERSON RE-ELECTION COMM,Closed,,
STA-C2294N-C-001,JUDGE ANN MARIE CALABRIA FOR NC CT OF APPEALS,Closed,,
STA-69L4LJ-C-001,JUDGE BILL LEAVELL RE-ELECTION COMM,Closed,,
STA-C2231N-C-002,JUDGE BOB HUNTER RE-ELECTION COMM,Closed,,
STA-C2880N-C-004,JUDGE BRAY FOR SUPERIOR CT,Closed,,
STA-C2447N-C-002,JUDGE DOWNS FOR RE-ELECTION COMM,Closed,,
STA-C2249N-C-001,JUDGE HUGH WELLS RE-ELECTION COMM,Closed,,
STA-C2245N-C-001,JUDGE JACK COZORT COMM,Closed,,
STA-C2704N-C-001,JUDGE JAN TINDAL RE-ELECTION COMM,Closed,,
STA-C2269N-C-001,JUDGE JIM WYNN FOR CT OF APPEALS,Closed,,
STA-AJU734-C-001,JUDGE JIM WYNN RE-ELECTION COMM,Closed,,
STA-C2548N-C-001,JUDGE K W TURNER RE-ELECTION COMM,Closed,,
STA-C2413N-C-001,JUDGE LAMM COMM,Closed,,
STA-C2263N-C-001,JUDGE LINDA MCGEE ELECTION COMM,Closed,,
STA-C2423N-C-001,JUDGE MARCUS JOHNSON RE-ELECTION COMM,Closed,,
STA-C2246N-C-001,JUDGE MCCRODDEN COMM,Closed,,
STA-C2742N-C-001,JUDGE MCGEE ELECTION COMM,Closed,,
STA-C2336N-C-001,JUDGE OSMOND SMITH RE-ELECTION COMM,Closed,,
STA-C2705N-C-001,JUDGE RICHARD W STONE RE-ELECTION COMM,Closed,,
STA-C2476N-C-001,JUDGE RON BOGLE COMM,Closed,,
STA-C2476N-C-002,JUDGE RON BOGLE COMM,Closed,,
STA-C2750N-C-002,JUDGE RON BURRIS SUPERIOR CT ELECTION COMM,Closed,,
STA-LIYW7O-C-001,JUDGE TRIPP HELMS COMM,Closed,,
STA-C2719N-C-001,JUDGE TURNER RE-ELECTION COMM,Closed,,
STA-C2719N-C-002,JUDGE TURNER RE-ELECTION COMM,Inactive,,
STA-C2894N-C-002,JUDGE WILLIAM G HAMBY JR 2006 COMM,Closed,,
STA-C2269N-C-002,JUDGE WYNN FOR SUPREME CT COMM,Closed,,
STA-C2230N-C-001,JUSTICE BUTTERFIELD CAMPAIGN COMM,Closed,,
STA-C1650N-C-001,K MATTHEWS NC HOUSE,Closed,,
STA-C2544N-C-001,KAREN A  ALEXANDER CANDIDATE,Closed,,
STA-C0557N-C-001,KATHY A TAFT COMM,Closed,,
STA-C1234N-C-001,KAY THOMAS ELECTION COMM,Closed,,
STA-W0912Z-C-001,KEEP FOX JUDGE COMM,Closed,,
STA-C2300N-C-001,KEEP JUDGE WATTS COMM,Closed,,
STA-C1302N-C-001,KEITH D HEMPSTEAD CANDIDATE,Closed,,
STA-69Y9KD-C-001,KEITH WILLIAMS FOR NC HOUSE COMM,Closed,,
STA-C1694N-C-001,KEN BROSMAN COMM,Closed,,
STA-6F22N0-C-001,KEN GJERTSEN FOR NC 105 CAMPAIGN COMM,Closed,,
STA-C3161N-C-001,KENERLY FOR DA,Closed,,
STA-4NFB41-C-001,KENNETH OETTINGER FOR SUPERIOR CT JUDGE COMM,Closed,,
STA-C2755N-C-002,KEVIN M BRIDGES FOR SUPERIOR CT,Closed,,
STA-C3117N-C-001,KIMEL FOR DA COMM,Closed,,
STA-3HI35T-C-001,KRISTEN RUTH FOR DIST CT JUDGE,Closed,,
STA-C1762N-C-001,L P BREWER COMM,Closed,,
STA-36YUBJ-C-001,LAMAR GUDGER FOR DIST CT JUDGE,Closed,,
STA-C0827N-C-001,LAMPRECHT FOR SENATE COMM,Closed,,
STA-C0940N-C-001,LEE Q MCMILLAN NC SENATE COMM,Closed,,
STA-C0425N-C-002,LENOIR CTY POL CAMPAIGN,Closed,,
STA-C2950N-C-001,LEONARD FOR DIST CT,Closed,,
STA-C2555N-C-002,LETS RE-ELECT JUDGE CAROL JONES,Closed,,
STA-C81E3Q-C-001,LEVINSON FOR SUPREME CT,Closed,,
STA-N4Y50R-C-001,LEWIS CHEEK DA FOR DURHAM,Closed,,
STA-C3180N-C-001,LINDSAY FOR DA,Closed,,
STA-TMSR12-C-001,LLOYD T FUNDERBURK,Closed,,
STA-C2270N-C-001,LORETTA BIGGS FOR NC CT OF APPEALS,Closed,,
STA-W7ZQ5B-C-001,LYTTON FOR SENATE COMM,Inactive,,
STA-C1004N-C-003,MAC BUTNER CAMPAIGN COMM,Closed,,
STA-Q09O47-C-001,MANILA G (BUD) SHAVER CAMPAIGN COMM,Closed,,
STA-C2953N-C-001,MARK I FARBMAN COMM,Closed,,
STA-C2638N-C-001,MARSHALL WOODALL FOR DIST JUDGE,Closed,,
STA-9SV3J6-C-001,MARY FANT DONNAN COMM,Closed,,
STA-C3159N-C-001,GARLAND N YATES CAND FOR DA,Closed,,
STA-8LIP50-C-001,MCCRODDEN FOR JUSTICE COMM,Conditionally Closed,,
STA-C2287N-C-001,MCCULLOUGH FOR CT OF APPEALS,Closed,,
STA-C1370N-C-001,MELTON FOR STATE HOUSE COMM,Closed,,
STA-C0645N-C-002,MIKE SHEA FOR NC SENATE DIST 16,Closed,,
STA-C0707N-C-001,MIMI CECIL CAMPAIGN COMM,Closed,,
STA-ISOL31-C-001,MITCHELL GARRELL FOR DA,Closed,,
STA-C2083N-C-001,MOHEREK CAMPAIGN COMM,Closed,,
STA-C2083N-C-002,MOHEREK CAMPAIGN COMM,Closed,,
STA-C2501N-C-001,MORRIS FOR SUPERIOR CT JUDGE CAMPAIGN,Closed,,
STA-C0447N-C-001,MORT HURST FOR SECRETARY OF STATE,Closed,,
STA-C2382N-C-001,MURPHY FOR SUPERIOR CT JUDGE,Closed,,
STA-C1761N-C-001,N CARNELL ROBINSON FOR HOUSE DIST 53,Closed,,
STA-C1163N-C-001,NC HYMAN CAMPAIGN COMM,Closed,,
STA-C0402N-C-002,NEW HANOVER CTY MARTIN FOR GOVERNOR,Closed,,
STA-1W7728-C-001,NIXON FOR DIST CT JUDGE,Closed,,
STA-C2635N-C-002,O HENRY WILLIS FOR DIST CT JUDGE,Closed,,
STA-C2363N-C-002,ORLANDO HUDSON FOR SUPERIOR CT,Closed,,
STA-C0484N-C-001,OWEN PHILLIPS FOR STATE SUPERINTENDANT,Closed,,
STA-8W507D-C-001,PARKER FOR CT OF APPEALS,Closed,,
STA-C2326N-C-002,PAUL L JONES RE-ELECTION COMM,Closed,,
STA-4T6QGP-C-001,PAUL RIDGEWAY FOR JUDGE COMM,Closed,,
STA-C1828N-C-001,PEOPLE WHO WANT BETTER GOVT (FERN SHUBERT HOUSE),Closed,,
STA-C1828N-C-003,PEOPLE WHO WANT BETTER GOVT (FERN SHUBERT),Closed,,
STA-C1828N-C-002,PEOPLE WHO WANT BETTER GOVT (FERN SHUBERT SENATE),Closed,,
FED-C0086N-C-002,PEROT PETITION COMM,Closed,,
FED-C0086N-C-001,PEROT REFORM COMM,Closed,,
STA-81U23O-C-001,PHILPOTT FOR JUDGE COMM,Closed,,
STA-C0996N-C-001,PITTENGER FOR LT GOVERNOR,Closed,,
STA-C0765N-C-001,PONDER FOR NC SENATE COMM,Closed,,
STA-C2716N-C-001,PRIEST FOR JUDGE COMM,Closed,,
STA-C0978N-C-001,R L CLARK FOR STATE SENATE,Closed,,
STA-C2665N-C-001,RICHARD G CHANEY CANDIDATE,Closed,,
STA-C1705N-C-001,RANDY D DOUB COMM,Closed,,
STA-2YY8U8-C-001,RAUPE FOR HOUSE COMM,Closed,,
STA-R61Z6Z-C-001,RAY GILBERT CAMPAIGN COMM,Closed,,
STA-C2289N-C-003,RAYMOND A WARREN FOR SUPERIOR CT,Closed,,
STA-C2902N-C-001,REDDING FOR DIST CT JUDGE,Closed,,
STA-C2962N-C-002,RE-ELECT JUDGE GREENLEE COMM,Closed,,
STA-C2350N-C-001,RE-ELECT JUDGE WILEY BOWEN,Closed,,
STA-C2238N-C-001,RE-ELECT JUSTICE MARK MARTIN COMM,Closed,,
STA-C0931N-C-001,RE-ELECT PAUL S SMITH,Closed,,
STA-54YOC3-C-001,RENEE SISK ELECTION COMM,Closed,,
STA-C3089N-C-001,REX GORE FOR DA,Closed,,
STA-C3153N-C-001,RICHARD E PANOSH FOR DA,Closed,,
STA-C2411N-C-001,RICHARD L DOUGHTON COMM,Closed,,
STA-C2705N-C-002,RICHARD W STONE COMM,Closed,,
STA-C1672N-C-001,RICK BAGLEY CAMPAIGN COMM,Closed,,
STA-70YM09-C-001,RICKY BOWMAN FOR DA,Closed,,
STA-C2679N-C-001,RICKY CHAMPION FOR DIST CT JUDGE,Closed,,
STA-C1568N-C-001,RICKY DEAN ONEAL CAMPAIGN,Closed,,
STA-C1568N-C-002,RICKY DEAN ONEAL CAMPAIGN,Closed,,
STA-C1043N-C-001,RIDGELY ADBUL MUMIN CAMPAIGN,Closed,,
STA-7KC3Y9-C-001,ROBERT A COATS COMM,Closed,,
STA-C3099N-C-001,ROBERT F JOHNSON RE-ELECTION CAMPAIGN,Closed,,
STA-C0550N-C-001,ROBERT L HOLLOMAN SENATE COMM,Closed,,
STA-C0903N-C-001,ROBERT SHAW FOR STATE SENATE,Closed,,
STA-57H6EL-C-001,ROBIN HUDSON CAMPAIGN COMM,Closed,,
STA-C1123N-C-001,RONALD L (RONNIE) WILLIAMS COMM,Closed,,
STA-1X3V97-C-001,RUSSELL HERBERT FLEMING JR,Closed,,
STA-C2449N-C-002,RUSSELL L MCLEAN III CAMPAIGN COMM,Closed,,
STA-C2304N-C-002,RUSTY DUKE 2008 SUPERIOR CT,Closed,,
STA-C0469N-C-001,LES MERRITT COMM,Closed,,
STA-C1308N-C-001,SAM HUNT COMM,Closed,,
STA-C0616N-C-001,SANDS FOR SENATE COMM,Closed,,
STA-RTYL9N-C-001,SAWYER FOR DA COMM,Closed,,
STA-F0OMZW-C-001,SAWYER FOR SECRETARY COMM,Conditionally Closed,,
STA-C2240N-C-002,SCHILLER FOR JUDGE COMM,Closed,,
STA-9845C2-C-001,SELINA M BROOKS FOR DIST CT JUDGE,Inactive,,
STA-C0494N-C-001,SHANNON OSHIELDS CANDIDATE,Closed,,
STA-C1129N-C-001,SHARON A THOMPSON COMM,Closed,,
STA-C2714N-C-001,SHARON HICE LOWE COMM,Closed,,
STA-C1053N-C-001,SHAUN MITCHELL STATE SENATE,Closed,,
STA-C0738N-C-001,SPARROW FOR SENATE COMM,Closed,,
STA-C2985N-C-001,STEVE A QUINN CANDIDATE,Closed,,
STA-ZA56RQ-C-001,STIRES FOR SENATE COMM,Closed,,
STA-C2982N-C-001,STROUD FOR DIST CT JUDGE,Closed,,
STA-E7J79G-C-001,SUZANNE REYNOLDS COMM,Closed,,
STA-C2089N-C-001,COMM TO ELECT JOHN RAYFIELD,Closed,,
STA-C0700N-C-001,TED A POOVEY CANDIDATE,Closed,,
STA-C0667N-C-001,TED KAPLAN FOR SENATE 1994,Closed,,
STA-C0883N-C-002,TEENA LITTLE FOR SUPERINTENDANT OF PUBLIC INSTRUCTION,Closed,,
STA-32Y77U-C-001,ANDY DULIN COMM,Closed,,
STA-68YYOO-C-001,BEN SMALL COMM,Closed,,
STA-9SAM96-C-001,BEVERLY MOORE CAMPAIGN,Closed,,
STA-C0412N-C-001,CHUCK NEELY COMM,Closed,,
STA-C2554N-C-001,COMM TO ELECT JIM MOORE,Closed,,
STA-MK0514-C-001,COMM TO ELECT JUNE ATKINSON,Closed,,
STA-C3083N-C-001,COMM TO ELECT RON BRADSHER DA,Closed,,
STA-9KHERJ-C-001,COMM TO ELECT TIM SESSOMS,Closed,,
STA-8451IO-C-001,COMM TO ELECT GEORGE J SWART,Closed,,
STA-D6JQ89-C-001,COMM TO ELECT JOE JOHNSON,Closed,,
STA-8I6KF0-C-001,COMM TO ELECT KEN HUX NC SENATE,Closed,,
STA-C0485N-C-001,COMM TO ELECT MIKE WARD,Closed,,
STA-P56PSY-C-001,COMM TO ELECT VANESSA MCGEE SMITH-KEARNEY,Closed,,
STA-4X37KT-C-001,COMM TO RE-ELECT JUDGE OWSLEY,Closed,,
STA-C0773N-C-001,CRUMLEY COMM,Closed,,
STA-6U2H5D-C-001,CRUMPLER COMM,Closed,,
STA-C0468N-C-001,DALY FOR AUDITOR COMM,Closed,,
STA-08JS5L-C-001,DORIS SANDERS COMM,Closed,,
STA-C1845N-C-001,ELEPHANT HERD (RONALD G COLEMAN),Closed,,
STA-C0759N-C-001,FRIENDS OF LARRY SHAW COMM,Closed (Pending),,
STA-STP4MF-C-001,GEORGE LITTLE COMM,Closed,,
STA-C2503N-C-002,GINN CAMPAIGN COMM,Closed,,
STA-656A5Z-C-001,JOHNSON COMM,Closed,,
STA-06BEET-C-001,JOSH WOOD COMM,Closed,,
STA-C2355N-C-001,JUDGE BREWER COMM,Closed,,
STA-S3XHD9-C-001,JUDGE KRISTIN RUTH COMM,Closed,,
STA-C2687N-C-003,JUDGE PAT DEVINE CAMPAIGN COMM,Closed,,
STA-C2235N-C-001,JUSTICE COMM (ORR),Closed,,
STA-VHTLX9-C-001,LORA CUBBAGE FOR JUDGE COMM,Closed,,
STA-C0473N-C-001,MICHAEL WEISEL COMM,Closed,,
STA-8N7EU3-C-001,MILLS COMM (DAVID F MILLS),Closed,,
STA-C0650N-C-002,OSCAR HARRIS COMM,Closed,,
STA-C0762N-C-001,PEOPLE TO ELECT AUDREY RAY FOR NC SENATE,Closed,,
STA-6B4RRR-C-001,RUSTY DUKE COMM,Closed,,
STA-14CW9E-C-001,SUPER EDDIE DAVIS CAMPAIGN,Inactive,,
STA-C0408N-C-001,VINROOT COMM,Closed,,
STA-C3133N-C-001,THORNTON FOR DA,Closed,,
STA-C0927N-C-001,TIM MCNEILL CAMPAIGN COMM,Closed,,
STA-C2671N-C-001,TIM MORSE CANDIDATE,Closed,,
STA-C2662N-C-002,TOM ALDRIDGE JR DA CAMPAIGN,Closed,,
STA-C3059N-C-001,TOM HAIGWOOD FOR DA COMM,Closed,,
STA-C1434N-C-001,ELECT BEN RIDDLE TO NC HOUSE,Closed,,
STA-C0778N-C-001,ELECT MIKE MORGAN,Closed,,
STA-T00Q75-C-001,TOM KEITH DA RE-ELECTION COMM,Closed,,
STA-0PN98A-C-001,TOOMEY FOR HOUSE COMM,Inactive,,
STA-C3181N-C-001,TOWNSON FOR DA COMM,Closed,,
FED-C0144N-C-001,VENKAT R CHALLA,Closed,,
STA-C1789N-C-001,VIC CHISHOLM COMM,Closed,,
STA-4ZR6X3-C-001,VOTE JAMES W BRANTLEY COMM,Closed,,
STA-C1675N-C-001,VOTE SCHROTE COMM,Closed,,
STA-C0402N-C-003,WAKE CTY FRIENDS OF JIM MARTIN,Closed,,
STA-C2243N-C-001,WALKER FOR SUPREME CT,Closed,,
FED-C0145N-C-001,WALTER B JONES COMM,Closed,,
STA-C0259N-C-001,WALTER B JONES COMM,Closed,,
STA-X6Y3I1-C-001,WALTER PHILIP MCRAE FOR JUDGE COMM,Closed,,
STA-C2691N-C-001,WARREN L PATE RE-ELECTION COMM,Closed,,
STA-C2658N-C-001,WAYNE LONG CANDIDATE,Closed,,
STA-C2012N-C-002,WEATHERMAN FOR COMMISSIONER OF LABOR,Closed,,
STA-PS0L1N-C-001,WENDELL SAWYER COMM,Closed,,
STA-C0559N-C-002,WHEELER FOR SUPERIOR CT JUDGE,Closed,,
STA-C2225N-C-001,WHICHARD FOR SUPREME CT,Closed,,
STA-H17HMF-C-001,WILLIAM B REINGOLD FOR SUPREME CT,Closed,,
STA-P4N789-C-001,WILLIAM ERWIN SPAINHOUR RE-ELECTION COMM,Closed,,
STA-RRO8X7-C-001,WILLIAM IRWIN BELK FOR DIST CT JUDGE,Closed,,
STA-C2545N-C-001,WILLIAM M (MAC) CAMERON III CANDIDATE,Closed,,
STA-C0777N-C-001,WILLIAM R (BILL) MCDONALD LLL COMM,Closed,,
STA-C2858N-C-001,WINBORNE FOR DIST CT JUDGE,Closed,,
STA-C2480N-C-001,WOLFE FOR JUDGE COMM,Closed,,
STA-82235F-C-001,YOU THE PEOPLE FOR JIM H BENTION SR,Inactive,,
FED-1JXV52-C-001,CENTEX CORP PAC,Closed,,
STA-C2741N-C-001,COMM TO ELECT JUDGE DONNA H JOHNSON,Closed,,
STA-C2618N-C-002,ELECT JUDGE GESSNER COMM,Closed,,
FED-DZ611G-C-001,HENDERSON CTY CITIZENS FOR CHANGE,Closed,,
FED-C4741N-C-001,UNITE HERE TIP CAMPAIGN COMM,Closed,,
FED-I88873-C-001,LAWSON FOR CONGRESS,Closed,,
STA-C4296N-C-001,CAPE FEAR RM,Closed,,
STA-PL1036-C-001,ARIZONA DEM PARTY NC ACCOUNT,Closed,,
STA-C3026N-C-001,AMY R SIGMON COMM,Closed,,
STA-C0011N-C-001,ANNUAL ELECTED OFFICIALS DINNER BY J L MAVRETIC,Closed,,
STA-C3289N-C-001,ADAMS MCCULLOUGH & BEARD PAC,Closed,,
STA-C3597N-C-001,BLUE RIDGE COMMUNITY COLLEGE REFERENDUM COMM,Closed,,
FED-C0285N-C-001,BRANDON MACSATA CONG EXPLORATORY COMM,Closed,,
STA-C3970N-C-001,BUNCOMBE DM SPECIAL ACCOUNT,Closed,,
STA-C0032N-C-001,CABARRUS CTY CITIZENS FOR JIM HUNT,Closed,,
STA-C0012N-C-001,CARY LEGISLATIVE TEAM GUNTER MOSLEY AND PENRY,Closed,,
STA-C2218N-C-001,CHIEF JUSTICE BURLEY MITCHELL CAMPAIGN COMM,Closed,,
STA-C3434N-C-001,CITIZENS & TAXPAYERS PAC NC,Closed,,
STA-C3609N-C-001,CITIZENS AGAINST UNFAIR TAXES INC (GUILFORD & FORSYTH COUNTIES),Closed,,
STA-C0047N-C-001,CITIZENS FOR A SAFER NC,Closed,,
STA-27IRC6-C-001,COMM TO ELECT CHRIS MINTZ,Closed,,
FED-C4738N-C-001,BAKERY CONFECTIONERY TOBACCO WORKERS & GRAIN MILLERS PAC,Closed,,
STA-C0018N-C-001,BEACH BLAST COMM,Closed,,
STA-C1873N-C-001,C ROBERT BRAWLEY,Closed,,
STA-C3598N-C-001,CITIZENS FOR NCSU THE PEOPLES UNIVERSITY,Closed,,
STA-C3604N-C-001,CITIZENS FOR PUBLIC EDU,Closed,,
STA-C3503N-C-001,CITIZENS WITH POL ETHICS,Closed,,
STA-C2379N-C-001,CLARENCE W CARTER CANDIDATE,Closed,,
STA-C3611N-C-001,CLEAN WATER & BONDS FOR PROGRESS COMM,Closed,,
STA-C2811N-C-001,ANNA FARLEY FOSTER ,Closed,,
STA-C3603N-C-001,COLUMBUS CTY SCHOOLS (ST SCHOOL FACILITY BOND REF),Closed,,
STA-C1277N-C-001,COMM FOR RICK PRICE NC HOUSE,Closed,,
STA-C1363N-C-001,COMM TO ELECT BERNARD ALLEN NC GENERAL ASSEMBLY,Closed,,
STA-C2995N-C-002,COMM TO ELECT ELAINE ONEAL DIST CT JUDGE,Closed,,
STA-C1451N-C-001,CONNIE GOFORTH-GREENE FOR NC HOUSE,Closed,,
STA-M49269-C-001,CONSERVATIVE WAR VETERANS PAC NC,Closed,,
STA-C0034N-C-001,DARE CTY CITIZENS FOR JIM HUNT,Closed,,
STA-C0003N-C-001,DEMOCRATS TOGETHER CAMPAIGN COMM,Closed,,
STA-W7S685-C-001,COMM TO ELECT DOUG JONES,Closed,,
