FED-V016J9-C-001,LAW FOR CONGRESS  ,Closed (Pending),,
FED-1056TS-C-001,UNITE HERE TIP CAMPAIGN COMM,Active (Non-Exempt),,
STA-57D3OV-C-001,JEFFERSON GRIFFIN FOR DISTRICT ATTORNEY,Closed (Pending),,
STA-6F0037-C-001,CAMPAIGN TO ELECT AMINAH THOMPSON,Inactive,,
STA-MF2V1N-C-001,FRIENDS OF BILL LUTON,Conditionally Closed,,
STA-C3908N-C-001,MONTGOMERY DEC,Active (Non-Exempt),,
STA-9B32K8-C-001,COMM TO ELECT FLORENCE ARNOLD ARMSTRONG,Closed,,
STA-03QVZ5-C-001,PROGRESSIVE KICK IE NC,Closed (Pending),,
STA-C0400N-C-001,MIKE EASLEY COMM,Inactive,,
STA-99TJUK-C-001,DANCY FOR HOUSE,Conditionally Closed,,
FED-P091GO-C-001,PIEDMONT TRIAD ANESTHESIA PA FED PAC,Active (Non-Exempt),,
STA-A38J3O-C-001,COMM TO ELECT JEROME FLEMING,Closed (Pending),,
STA-2E35MP-C-001,COMM TO ELECT JIM MORTON,Closed,,
STA-C3917N-C-001,PERQUIMANS DEC,Active (Non-Exempt),,
STA-C4240N-C-001,JONES REC,Terminated,,
STA-54Y6JH-C-001,ORANGE DW,Closed (Pending),,
STA-94GR85-C-001,COMM TO ELECT BRIAN TRIBBLE,Closed (Pending),,
STA-C1390N-C-001,DEBORAH ROSS FOR REPRESENTATIVE,Closed,,
STA-4CH3KP-C-001,COMM TO ELECT MARY DICKINSON,Closed (Pending),,
STA-T33837-C-001,FORSYTH HISPANIC-AMERICAN DEM,Closed (Pending),,
FED-6T1P1F-C-001,SANYAL FOR CONGRESS,Closed (Pending),,
STA-76Y8W0-C-002,COMM TO RE-ELECT DA WALLACE BRADSHER,Closed,,
STA-AQ4C78-C-001,FRIENDS OF LIBERTY TO ELECT J D ADAMS,Conditionally Closed,,
STA-67U2WV-C-001,COMM TO ELECT STACEY RUBAIN,Inactive,,
STA-C4133N-C-001,WILKES SD,Active (Exempt),,
STA-V7E8ED-C-002,LAWSON 4 HOUSE,Closed,,
STA-US4AOU-C-001,COMM TO ELECT BRENT GROCE,Active (Non-Exempt),,
STA-C4385N-C-001,STANLY RW,Closed (Pending),,
STA-C4227N-C-001,GRANVILLE REC,Active (Non-Exempt),,
STA-19M5W9-C-001,RALEIGH YOUNG REPUBLICANS,Terminated,,
STA-18JQ3S-C-001,NC JUDICIAL COALITION,Closed,,
STA-KFF5PB-C-001,ALAMANCE LEC,Closed,,
STA-C3884N-C-001,GATES DEC,Terminated,,
STA-L5JFLR-C-001,CAMPAIGN TO ELECT NANCY GORDON JUDGE,Closed,,
STA-S6E892-C-001,COLUMBUS RW,Closed (Pending),,
STA-Y32Q09-C-001,COMM TO ELECT FULGHUM,Closed,,
STA-17NO7M-C-001,FRIENDS OF RUTH SAMUELSON,Closed,,
STA-51F82M-C-001,SANDHILLS ANESTHESIOLOGISTS PAC,Active (Non-Exempt),,
STA-B7GJ75-C-001,COMM TO ELECT JOHN WEBSTER,Closed (Pending),,
STA-C1465N-C-001,COMM TO ELECT MARTIN NESBITT,Closed,,
STA-2Z0431-C-001,MITCHELL DW,Closed (Pending),,
STA-PXCJ50-C-001,COMM TO ELECT PAUL TINE,Active (Non-Exempt),,
STA-E0T542-C-001,OWEN ETHERIDGE CAMPAIGN FOR NC HOUSE,Closed,,
FED-44VXCH-C-001,AQUA AMERICA INC H20 PAC,Active (Non-Exempt),,
STA-C3392N-C-001,NC POULTRY FED INC PAC,Active (Non-Exempt),,
STA-47N0Z8-C-001,HEATHER GRANT FOR NC,Closed (Pending),,
STA-9G1902-C-001,GREATER GREENVILLE RW,Closed (Pending),,
STA-C3085N-C-002,CITIZENS FOR TOM LOCK,Inactive,,
STA-C1310N-C-001,COMM TO ELECT NELSON COLE,Closed,,
STA-R9Y447-C-001,JIM FOR SENATE (JAMES E SPONENBERG III),Closed,,
STA-C3173N-C-001,CITIZENS FOR DA JAMES GAITHER,Inactive,,
STA-C3285N-C-001,NATIONWIDE CAROLINA POL PARTICIPATION FUND,Active (Non-Exempt),,
STA-GLZFKM-C-001,BUNCOMBE YR,Closed (Pending),,
FED-1T74J8-C-001,PARSONS CORP PAC,Closed (Pending),,
STA-2276JO-C-001,NORTH CAROLINA CITIZENS FOR EQUAL TAXATION,Terminated,,
STA-C2742N-C-003,JUDGE MARTY MCGEE FOR CT OF APPEALS COMM,Closed,,
STA-C3663N-C-001,INFORMED VOTERS OF NC,Terminated,,
STA-67MK1L-C-001,JOHN THORPE FOR NC,Closed,,
STA-Y7KR4U-C-001,ELECT KEN DAVIES COMM,Conditionally Closed,,
STA-8Q7V43-C-001,LIBERTY TORCH PAC,Closed (Pending),,
STA-62077W-C-002,COMM TO ELECT MORRIS MCADOO,Terminated,,
STA-C2742N-C-004,JUDGE MARTY MCGEE COMMITTEE,Inactive,,
STA-4NTNG7-C-001,TRANSYLVANIA YR,Closed,,
STA-P0K445-C-001,COMM TO ELECT FRED AIKENS STATE AUDITOR,Conditionally Closed,,
STA-RKRT94-C-001,COMM TO ELECT ALAN MIZELLE,Closed (Pending),,
STA-16E963-C-001,STOPTHETOLLROAD.COM,Inactive,,
STA-ZQ1OL3-C-001,MOUNTAIN HIGH RW CLUB,Closed (Pending),,
FED-8V643S-C-001,DEMOCRATIC NATIONAL COMM,Closed,,
FED-B3X21H-C-001,WILL STEWART FOR US SENATE,Conditionally Closed,,
STA-QHP1X6-C-001,RICHARD D RAMSEY COMM,Conditionally Closed,,
STA-C4072N-C-003,GUILFORD YD   ,Closed,,
STA-9T42LD-C-001,DONOVAN FOR COURT OF APPEALS,Closed,,
STA-918WXZ-C-001,COMM TO ELECT JEFFREY M COOK,Closed,,
STA-C3957N-C-001,JOHNSTON DM,Conditionally Closed,,
STA-ANR2N1-C-001,BERGER FOR DA,Closed (Pending),,
FED-P5L3FA-C-002,BROSCH FOR CONGRESS,Closed,,
STA-C4060N-C-001,01ST CONG DIST YD,Closed,,
FED-C4662N-C-001,ELI LILLY & COMP PAC,Active (Non-Exempt),,
STA-38SA55-C-001,FRIENDS OF DAN KUEHNERT FOR JUDGE,Inactive,,
STA-C4241N-C-001,LEE REC,Active (Non-Exempt),,
STA-C4283N-C-001,WATAUGA REC,Active (Non-Exempt),,
STA-T93161-C-001,COMM TO ELECT SHELBY MOOD,Terminated,,
STA-DZ14C2-C-001,JAN MILLS FOR NC HOUSE COMM,Closed,,
STA-03A4S3-C-001,WAKE CITIZENS FOR GOOD GOVERNMENT IE PAC,Closed (Pending),,
STA-V5J0GM-C-001,TOLL FREE NC,Inactive,,
STA-3L4HL0-C-001,THE COMM TO ELECT LEE FRANCIS,Inactive,,
STA-C0473N-C-002,MICHAEL WEISEL COMM,Active (Non-Exempt),,
STA-54L006-C-001,RANDOLPH RBF,Active (Non-Exempt),,
STA-05D5P3-C-001,COMM TO ELECT ROBIN BRADFORD HOUSE DIST 92,Terminated,,
STA-0PJZSY-C-001,LORETTA MARTIN CAMPAIGN,Closed,,
STA-100U20-C-001,DURHAM REPUBLICAN BUILDING FUND,Closed,,
FED-04QMXT-C-001,BRANNON FOR US SENATE,Closed,,
STA-OC59KE-C-001,CARR IPOCK FOR NC SENATE,Closed,,
STA-5408N3-C-001,HICKORY UNITED PAC,Conditionally Closed,,
STA-28BW92-C-001,COMM TO ELECT WILLIAM JONES,Conditionally Closed,,
STA-QNOQ0D-C-001,FERNIE JEROME HYMON,Conditionally Closed,,
STA-JP63M9-C-001,TEDESCO 4 KIDS,Closed,,
STA-C3243N-C-001,NC VETERINARY MEDICAL ASSN PAC,Active (Non-Exempt),,
FED-C4753N-C-001,AMALGAMATED TRANSIT UNION COPE,Closed (Pending),,
STA-YVC4PI-C-001,COMM TO ELECT GLENN GERDING,Closed,,
STA-ZZX8J3-C-001,COMM TO ELECT S QUON BRIDGES JUDGE,Closed,,
FED-2J235G-C-001,MARK HARRIS FOR US SENATE,Closed (Pending),,
STA-66Q97B-C-001,ELECT ROBERT (BOB) CHILMONIK,Closed,,
STA-C2979N-C-002,COMM TO RE-ELECT JUDGE SASSER (DOUGLAS B SASSER),Closed (Pending),,
STA-6E68E1-C-002,COMM TO RE-ELECT JUDGE ANDREA DRAY,Closed (Pending),,
STA-S3S93M-C-001,COMM TO ELECT SHIRLEY E HICKS,Conditionally Closed,,
STA-4DD9P3-C-001,JUDGE DAVID SHERRILL CAMPAIGN COMM,Closed (Pending),,
STA-16U1BD-C-001,LAURA CRUMPLER FOR NC SENATE,Closed (Pending),,
STA-671BMZ-C-002,ANNETTE TURIK FOR JUDGE,Active (Non-Exempt),,
STA-C2592N-C-003,LES TURNER FOR JUDGE COMM,Inactive,,
STA-C67597-C-002,GAYLOR FOR DIST CT JUDGE,Closed (Pending),,
STA-6G1TTP-C-001,INDEPENDENT GOVERNORS COMM,Terminated,,
STA-VHTLX9-C-002,LORA C. CUBBAGE FOR DISTRICT COURT JUDGE,Closed (Pending),,
STA-39P87N-C-001,ELECT HOYT TESSENER JUDGE,Closed,,
STA-AKXLP0-C-001,COMMITTEE TO REELECT JUDGE LONG,Closed,,
STA-H72QSK-C-001,COMMITTEE TO ELECT CLINTON ROWE,Closed (Pending),,
STA-4X8XZ4-C-001,JUSTICE FOR NC SENATE,Closed (Pending),,
STA-C2757N-C-004,CAMPAIGN TO RE-ELECT JUDGE LISA THACKER,Closed (Pending),,
STA-T1J19Z-C-001,COMMITTEE TO ELECT JEREMY HACHEN,Closed (Pending),,
STA-E8VD5Q-C-001,COMM TO ELECT BECKY HOLT FOR JUDGE,Closed,,
STA-31VA7G-C-001,DAVID DOHERTY FOR SUPERIOR COURT JUDGE 22B,Closed,,
STA-4Y3C48-C-002,WHITE FOR NC SENATE,Closed (Pending),,
STA-5833EZ-C-001,FORBES FOR NC SENATE,Closed,,
STA-4K4723-C-001,GARY L MILES FOR NC HOUSE,Inactive,,
STA-ZSF44M-C-001,COMM TO ELECT CLEARY FOR NC HOUSE,Closed,,
STA-M5768B-C-002,LENTZ FOR NC HOUSE,Closed,,
STA-1D2XEQ-C-001,ELECT CECIL,Closed (Pending),,
STA-7E3K4R-C-001,NATHAN D STONE NC STATE HOUSE CAMPAIGN 2016,Conditionally Closed,,
STA-C2276N-C-005,MARCUS WILLIAMS FOR NC ATTORNEY GENERAL,Closed,,
STA-13V6XE-C-001,KEN BOHAM FOR SENATE COMM,Closed,,
STA-937P81-C-001,DR AUMULLER FOR NC SENATE,Closed,,
STA-C3096N-C-002,MARK SIMEON CAMPAIGN,Conditionally Closed,,
STA-C2755N-C-003,KEVIN M BRIDGES FOR SUPERIOR COURT,Closed,,
STA-C2537N-C-002,COMM TO ELECT FARIS DIXON,Closed,,
STA-A6K6AB-C-002,THE COMMITTEE TO ELECT ERIC WEAVER,Closed (Pending),,
STA-C1413N-C-002,WAYNE KAHL FOR STATE HOUSE,Closed,,
STA-C1022N-C-002,LARRY W POTTS - NC HOUSE OF REPRESENTATIVES,Active (Non-Exempt),,
STA-8L0292-C-001,CHUCK LEVORSE COMMITTEE,Closed (Pending),,
STA-92P7BO-C-001,MICHAEL HOLLEMAN FOR NC SENATE,Closed (Pending),,
STA-C0375N-C-001,CHRIS COLE FOR NC SENATE,Closed (Pending),,
STA-YB15EE-C-001,ROBERT ALEXANDER KNIGHT,Inactive,,
STA-Q1X5CZ-C-001,EVELYN FOR NC 10,Closed (Pending),,
STA-407B89-C-001,ROCHELLE RIVAS CAMPAIGN COMMITTEE,Closed (Pending),,
STA-68VG15-C-001,ROBERTA WADDLE FOR HOUSE,Closed,,
STA-216DNB-C-001,COMMITTEE TO ELECT DAN TRAVIESO,Closed,,
FED-UJP3IH-C-001,HUSCH BLACKWELL POLITICAL ACTION COMMITTEE,Closed,,
STA-50QMNW-C-001,FUTRELL FOR SENATE,Closed (Pending),,
STA-24Y088-C-004,COMM TO ELECT JUDGE MARSHALL BICKETT,Closed,,
STA-7Q1Q22-C-001,CONCERNED CITIZENS FOR RONNIE MARSH,Closed (Pending),,
STA-6BKZU0-C-004,JAMES B CATES,Closed (Pending),,
STA-0474VU-C-001,CHRIS LIVINGSTON FOR SUPERIOR COURT JUDGE,Active (Non-Exempt),,
STA-8KU90T-C-001,COMMITTEE TO ELECT ANDREW PLATEK,Closed,,
STA-0530P6-C-003,GOOLSBY FOR SENATE,Active (Non-Exempt),,
STA-XWFW18-C-002,BLAND FOR JUDGE COMMITTEE,Closed,,
STA-4H94S9-C-001,ELISSA ANN FUCHS,Inactive,,
STA-0NM707-C-001,DANNIE MONTGOMERY CAMPAIGN COMMITTEE,Terminated,,
STA-960RUY-C-001,COMMITTEE TO ELECT ANITA R POWERS,Closed (Pending),,
STA-3BYFH6-C-001,LISA BALDWIN FOR NC SENATE,Closed (Pending),,
STA-C20558-C-001,PARRISH FOR NC HOUSE,Closed,,
STA-Y8B0FV-C-001,COMMITTEE TO ELECT CARSON SNYDER,Closed (Pending),,
STA-M3S97W-C-001,COMMITTEE TO ELECT GEORGE BELL,Closed (Pending),,
STA-C2589N-C-004,COMMITTEE TO ELECT JUDGE DAVID BRANTLEY,Closed (Pending),,
STA-FQ8P1M-C-001,COMM TO ELECT STEVEN JONES,Inactive,,
STA-895CDW-C-001,MARGUERITE COOKE FOR STATE SENATE,Closed,,
STA-C0563N-C-001,MARC BASNIGHT CAMPAIGN,Closed,,
STA-D618HW-C-001,CHUCK STUBER FOR STATE AUDITOR,Closed (Pending),,
STA-1H9535-C-001,COMMITTEE TO ELECT WILLIAM (BILLY) SUTTON,Closed (Pending),,
STA-C2693N-C-002,RICHARD BROWN SUPERIOR COURT 16A,Inactive,,
STA-23H7Q6-C-001,COMMITTEE TO ELECT ANDREW J WHITLEY DISTRICT COURT JUDGE,Closed (Pending),,
STA-UG6C33-C-002,COMMITTEE TO ELECT TOM DAVIS,Closed (Pending),,
STA-AP6ZZ6-C-001,RUSSELL FOR HOUSE,Inactive,,
STA-UEYXKH-C-001,ELECT PAUL CASTLE FOR DISTRICT COURT JUDGE,Inactive,,
STA-B6IP24-C-001,ADAMS FOR NC HOUSE,Active (Non-Exempt),,
STA-0NL9TD-C-001,COMMITTEE TO ELECT AMY BLAKE,Active (Non-Exempt),,
STA-EV20UX-C-001,COMM TO ELECT SUMMERELL,Closed,,
STA-36G347-C-001,CHRISTIAN PARTY OF NC,Closed,,
STA-C4411N-C-001,POLK RW,Closed (Pending),,
STA-C2150N-C-008,HOWE FOR NC SENATE,Closed,,
STA-939FK3-C-002,COMMITTEE TO ELECT RANDY HOGSED,Closed (Pending),,
STA-M0TH86-C-001,NIXON FOR NC HOUSE,Closed,,
STA-489NN0-C-001,MCCASKILL FOR NC HOUSE,Closed,,
STA-A7YQL1-C-001,COMM TO RE-ELECT ANNIE WARD MOBLEY,Closed,,
STA-C1161N-C-003,JAMES E MILLS SENATE COMMITTEE,Terminated,,
STA-M65A49-C-001,PEOPLE FOR BEN SNYDER FOR HOUSE,Closed (Pending),,
STA-V7O6JB-C-001,CURTIS TIMOTHY BENTON NC HOUSE DISTRICT 46,Closed,,
STA-W37ZPR-C-001,COMM TO ELECT CHAD BAREFOOT,Closed (Pending),,
STA-C2523N-C-001,RE-ELECT JUDGE BARNES 2016,Closed (Pending),,
STA-2J4FKL-C-001,BERG FOR SUPERIOR COURT JUDGE,Closed,,
STA-65IAA6-C-001,COMM TO ELECT ROBERT BLOK,Closed,,
STA-8UHT0N-C-001,JUDGE MONICA BOUSMAN COMM,Closed,,
STA-C2580N-C-002,COMM TO ELECT JOHN MILTON BRITT,Inactive,,
STA-C4R1UA-C-001,KEEP MACK BRITTAIN JUDGE,Inactive,,
STA-ZV7067-C-001,COMM TO RE-ELECT JUDGE BETTY BROWN,Inactive,,
STA-3WY5QS-C-002,COMM TO ELECT DEBORAH BROWN,Closed (Pending),,
STA-81OALU-C-001,COMM TO ELECT ROBERT BROWN,Closed,,
STA-TQTCGN-C-001,COMM TO ELECT BOB BRYANT,Closed (Pending),,
STA-C2545N-C-003,COMM TO RE-ELECT JUDGE CAMERON,Inactive,,
STA-036R3D-C-001,MIKE CAUSEY CAMPAIGN,Active (Non-Exempt),,
STA-C1784N-C-002,ROD CHANEY FOR NC HOUSE COMM,Closed (Pending),,
STA-RV59EH-C-002,CLARK SENATE COMM,Active (Non-Exempt),,
STA-C1739N-C-001,GEORGE G CLEVELAND FOR NC HOUSE COMM,Active (Non-Exempt),,
STA-XWZM7M-C-001,COMM TO ELECT BILL COOK,Closed (Pending),,
STA-5D807J-C-003,COMM TO ELECT ANGELA PUCKETT SUPERIOR COURT JUDGE,Closed,,
STA-Z15Z22-C-001,COMM TO ELECT NANCY RAY DIST CT JUDGE,Closed (Pending),,
STA-4H4A66-C-005,COMM TO RE-ELECT GEORGE ROBINSON,Closed (Pending),,
STA-05G0B2-C-001,COMM TO ELECT BRAD SALMON,Closed,,
STA-040872-C-001,RICHARD SCOTT FOR NC SENATE 4,Closed (Pending),,
STA-C1877N-C-001,COMM TO ELECT MITCHELL SMITH SETZER,Active (Non-Exempt),,
STA-63KMSY-C-001,KIRK SHERRILL FOR NC HOUSE,Inactive,,
STA-9RJ97D-C-001,JOHN COVOLO FOR JUDGE,Closed (Pending),,
STA-C2700N-C-001,DANIELS FOR JUDGE,Closed,,
STA-N5488Z-C-001,MEREDITH A SHUFORD,Closed (Pending),,
STA-SHQY8Z-C-001,COMM TO ELECT WALTER SMITH,Active (Non-Exempt),,
STA-777IF7-C-001,COMM TO ELECT REESE STEEN,Terminated,,
STA-59T92O-C-001,COMM TO ELECT VERNON K STEWART,Closed (Pending),,
STA-C2556N-C-002,HENRY LEONIDAS STEVENS IV,Closed,,
STA-Q1TXVR-C-002,COMM TO ELECT BILL DAVIS,Active (Non-Exempt),,
STA-9K4F7X-C-001,COMM TO ELECT RICHARD K WALKER,Closed (Pending),,
STA-O2H90Z-C-001,JIMMY DIXON FOR HD 4,Active (Non-Exempt),,
STA-C2466N-C-002,COMM TO RE-ELECT JUDGE JIM WEBB,Active (Non-Exempt),,
STA-J3XJ3O-C-001,WELBORN FOR JUDGE,Closed,,
STA-X7Y3ZS-C-001,COMM TO ELECT A CHANCE WILKINSON JUDGE,Inactive,,
STA-74BY6V-C-002,CITIZENS FOR ELMER,Closed,,
STA-C2810N-C-002,LARRY JAMES WILSON,Inactive,,
STA-K631S1-C-001,COMMITTEE TO ELECT ROBERT E WILSON,Inactive,,
STA-349064-C-001,VOTE COTY FERGUSON,Terminated,,
STA-C2767N-C-002,COMM TO KEEP JUDGE FINE,Active (Non-Exempt),,
STA-8P376N-C-001,COMM TO ELECT MICHAEL FISCHER,Closed (Pending),,
STA-9L6J45-C-001,COMM TO ELECT TYLER LOHR FORREST,Inactive,,
STA-97MHWW-C-002,COMM TO RE-ELECT ARNOLD O JONES II,Conditionally Closed,,
STA-C2853N-C-002,COMM TO RE-ELECT MIKE GENTRY DIST CT JUDGE,Closed,,
STA-Z3B46J-C-002,RE-ELECT JAMES (TONY) GROGAN COMM,Inactive,,
STA-099JTZ-C-001,GUNN FOR NC SENATE,Active (Non-Exempt),,
STA-06F3LJ-C-001,KIM HARGETT FOR NC HOUSE,Closed,,
STA-15K8LE-C-002,TRACY HEWETT FOR JUDGE,Closed (Pending),,
STA-2356N4-C-002,KEEP JUDGE HIGDON,Active (Non-Exempt),,
STA-3GQ832-C-002,COMM TO RE-ELECT GREG HORNE JUDGE,Inactive,,
STA-C2929N-C-003,JEANIE REAVIS HOUSTON FOR JUDGE,Closed (Pending),,
STA-C2914N-C-003,COMM TO RE-ELECT JUDGE HUTCHINS,Closed (Pending),,
STA-6276CJ-C-002,RALPH C JOHNSON FOR NC HOUSE DIST 58,Closed,,
STA-C2342N-C-003,COMM TO ELECT JUDGE ABE JONES,Closed (Pending),,
STA-C1797N-C-002,CITIZENS TO ELECT BERT JONES,Inactive,,
STA-C1584N-C-004,COMM TO ELECT RANDLE L JONES JUDGE,Closed (Pending),,
STA-5R2T9M-C-001,COMM TO ELECT JONATHAN JORDAN,Closed (Pending),,
STA-0ULRU0-C-001,JUSTICE FOR NC HOUSE,Closed (Pending),,
STA-FI3N88-C-002,MAUREEN KRUEGER FOR DISTRICT ATTORNEY,Closed (Pending),,
STA-C2870N-C-004,JUDGE JACKIE LEE COMM,Closed,,
STA-5IJVAR-C-001,CITIZENS FOR GRIER MARTIN,Active (Non-Exempt),,
STA-N06346-C-001,ELECTRAYMARTIN.COM ,Closed (Pending),,
STA-AIYGP3-C-001,PAT MCCRORY COMM,Active (Non-Exempt),,
STA-C16536-C-001,COMM TO ELECT PAT MCELRAFT,Active (Non-Exempt),,
STA-25LZ53-C-001,COMM TO ELECT TED MCENTIRE DIST CT JUDGE,Active (Non-Exempt),,
STA-4PJ0D6-C-001,COMM TO ELECT DAVE MCFADYEN,Inactive,,
STA-6CQ0HS-C-001,CHARLES MEEKER CAMPAIGN FUND,Closed,,
STA-JJKM72-C-001,COMM TO KEEP JUDGE MESSICK,Closed,,
STA-C1295N-C-001,MICHAUX CAMPAIGN COMM,Inactive,,
STA-F799T0-C-001,MILLIS FOR NC HOUSE,Closed,,
STA-YU7AY6-C-001,COMM TO ELECT VERSHENIA BALLANCE MOODY,Closed (Pending),,
STA-JX6A4C-C-001,CHARLES K MOSS GOVERNOR CAMPAIGN,Closed (Pending),,
STA-V2YEI9-C-001,PATRICIA A OLIVER FOR SENATE,Closed,Closed (Pending),
STA-V2YEI9-C-002,"OLIVER, PATRICIA A",Closed (Pending),,
STA-PG9HJ5-C-001,COMM TO ELECT HENRY J PANKEY STATE SUPERINTENDENT FOR PUBLIC INSTRUCTION,Closed (Pending),,
STA-C2529N-C-001,MICHAEL A PAUL CANDIDATE,Inactive,,
STA-30M5ZZ-C-001,PENDLETON FOR NC HOUSE,Closed,,
STA-C8WXQ9-C-001,HEDRICK FOR HOUSE CAMPAIGN COMMITTEE,Closed (Pending),,
STA-221HFW-C-001,TOM HOWELL DISTRICT 46 ELECTION COMMITTEE,Closed (Pending),,
STA-8Z5W28-C-001,GREGORY ALLEN DAIL FOR NC 28,Closed (Pending),Closed,
STA-T0PK4H-C-001,"GRAHAM, JONATHAN PIERRE",Closed,,
STA-8P35Z4-C-001,COMMITTEE TO ELECT JAMES R ALLEN,Terminated,,
STA-S0T9F3-C-002,CATLIN FOR NC HOUSE,Closed,,
STA-6063XM-C-001,STOPNELSONDOLLAR.COM,Closed (Pending),,
STA-N0B1WW-C-001,RIGHT 2 VAPE,Active (Non-Exempt),,
STA-JUU72L-C-001,NEA FUND FOR CHILDREN & PUBLIC EDU NON-FED ITEMIZED ACCOUNT NC,Closed,,
STA-0M3735-C-001,ELECT RON BUTLER JUDGE,Closed (Pending),,
STA-K83L2R-C-001,BEN FRANKLIN FOR JUDGE,Closed,,
STA-N4ETL0-C-001,COMM TO ELECT BENTON SAWREY,Active (Non-Exempt),,
STA-VUF15O-C-001,COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,Active (Non-Exempt),,
STA-C3679N-C-001,AMERICAN INDIAN HERITAGE COUNCIL INC PAC,Closed,,
STA-C0967N-C-002,ANNE FISCHER FOR NC SENATE COMM,Closed (Pending),,
STA-WVX4X5-C-001,FRIENDS OF KIM CARPENTER,Closed (Pending),,
STA-30DZB2-C-001,LIBERTY PRECINCT REPUBLICAN COMMITTEE,Closed (Pending),,
STA-C3956N-C-001,JACKSON DM,Active (Non-Exempt),,
STA-V9NJ12-C-001,COMM TO ELECT KEITH DUNCAN,Closed,,
STA-25M2GP-C-002,CARNEY FOR SENATE,Closed (Pending),,
STA-XFABUL-C-001,CHARLIE PAT FARRIS FOR NC GENERAL ASSEMBLY,Inactive,,
STA-4I8N1G-C-001,FRIENDS OF TIM MORGAN,Closed (Pending),,
STA-U8R3H0-C-001,TONY BRASWELL FOR NC HOUSE,Closed (Pending),,
STA-293UI7-C-001,COMM TO ELECT ANDREW H POSTON FOR NC HOUSE 77,Closed (Pending),,
FED-JUU72L-C-001,NEA FUND FOR CHILDREN AND PUBLIC EDU,Active (Non-Exempt),,
STA-8891YF-C-001,COMMITTEE TO ELECT RODNEY ALEXANDER,Terminated,,
STA-ZZX8J3-C-002,COMM TO ELECT QUON BRIDGES JUDGE,Closed (Pending),,
STA-E2ZJU6-C-001,COMMITTEE TO ELECT KARLENE K TURRENTINE,Closed,,
STA-L12277-C-001,COMM TO ELECT TODD AUSBORN,Closed,,
STA-576DE1-C-001,COVIL FOR NC HOUSE,Closed (Pending),,
STA-RW5L7X-C-001,COMM TO ELECT ROBERT ROSE,Inactive,,
STA-98W7AQ-C-001,ELECT VERA SMITH REYNOLDS,Closed (Pending),,
STA-46QJ76-C-001,NC MAINSTREET DEMOCRATS PAC,Closed,,
STA-DEX162-C-001,EASTERN NC ANESTHESIOLOGY PAC,Active (Non-Exempt),,
STA-501T67-C-002,COMM TO ELECT DEMPSEY BREWER TO NC SENATE,Closed (Pending),,
STA-DWF3F2-C-001,COMMITTEE TO ELECT WARREN JUDGE,Closed (Pending),,
FED-7PQ5QM-C-001,MARATHON PETROLEUM CORP EMPL PAC,Active (Non-Exempt),,
STA-09ZE9K-C-001,FRIENDS OF LEW HENDRICKS,Closed (Pending),,
STA-QX25IG-C-001,SCOTTY LEVON SMITH,Closed (Pending),,
FED-65VOWV-C-001,ASIAN AMERICAN HOTEL OWNERS ASSN PAC,Closed (Pending),,
STA-C1363N-C-002,ALLEN FOR THE PEOPLE (BERNARD ALLEN),Closed,,
STA-C1873N-C-003,C ROBERT BRAWLEY CAMPAIGN COMMITTEE,Closed (Pending),,
STA-HD1221-C-001,CHARLES (DUKE) LINEBERRY FOR DIST CT JUDGE,Inactive,,
STA-C1506N-C-002,COMMITTEE TO ELECT MAZIE FERGUSON TO CHAIR THE NC LABOR COMMISSION,Conditionally Closed,,
STA-9UKN40-C-001,CITIZENS FOR MARK VILLEE,Closed,,
STA-9ICYVV-C-001,WALTER GASKINS FOR HOUSE,Closed (Pending),,
STA-C4153N-C-001,BRUNSWICK FRYING PAN PD,Closed,,
STA-4H1RS4-C-001,KANDIE SMITH FOR NC HOUSE,Closed (Pending),,
STA-ORMTJ4-C-001,ROBERT PALMER FOR SUPERIOR COURT JUDGE,Closed,,
STA-C3711N-C-001,NORTHAMPTON COUNTY BLACK CAUCUS,Active (Non-Exempt),,
STA-4VMRIL-C-001,COMM TO ELECT AMBER DAVIS,Inactive,,
STA-SJNJ8B-C-002,COMM TO ELECT DAN ANTHONY FOR DISTRICT COURT JUDGE,Closed (Pending),,
STA-X46P49-C-001,MARION DAVIS FOR NC HOUSE,Closed (Pending),,
STA-C56E6S-C-001,DEAN ARP FOR NC HOUSE,Active (Non-Exempt),,
STA-QKIC17-C-001,OUR SCHOOLS FIRST,Closed (Pending),,
STA-C3MDWJ-C-001,ELECT SHERRI TOLER MURRELL DIST CT JUDGE,Closed,,
STA-AU5436-C-001,COMM TO ELECT JONATHAN DILLS,Inactive,,
FED-OND022-C-001,SUDDENLINK COMMUNICATIONS PAC,Closed (Pending),,
STA-7P9KUP-C-001,WESTERN NC ADVOCATES FOR QUALITY CARE,Closed (Pending),,
STA-XPU0O3-C-001,CITIZENS FOR SHOFFNER,Closed (Pending),,
STA-3433OY-C-002,WILLIAM DUKE HANCOCK II,Closed (Pending),,
STA-78OYSD-C-001,FRIENDS OF PETER NORIS,Closed (Pending),,
STA-QSV4V9-C-001,PEARCE FOR NC STATE HOUSE,Active (Non-Exempt),,
STA-S49811-C-001,BOB DIAMOND FOR STATE SENATE,Closed,,
STA-2TZG6H-C-001,COMMITTEE TO ELECT CATHY DUNN AND REP. SAM WATFORD,Closed,,
STA-3JW0U7-C-001,FRIENDS OF CONNIE GREEN-JOHNSON,Closed (Pending),,
